study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB1787	SAMEA2591122	ERS478040	ERX291766	ERR318618	408172	marine metagenome		PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318618/ERR318618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318618/ERR318618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318618/ERR318618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318618/ERR318618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSU_2_1_81519ABXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSU_2_2_81519ABXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSU_2_1_81519ABXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSU_2_2_81519ABXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318618	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318618		
PRJEB1787	SAMEA2591122	ERS478040	ERX291768	ERR318619	408172	marine metagenome		PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318619/ERR318619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318619/ERR318619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318619/ERR318619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318619/ERR318619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSW_5_1_62FL1AAXX.M1A_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSW_5_2_62FL1AAXX.M1A_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSW_5_1_62FL1AAXX.M1A_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSW_5_2_62FL1AAXX.M1A_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318619	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318619		
PRJEB1787	SAMEA2591122	ERS478040	ERX291769	ERR318620	408172	marine metagenome		PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318620/ERR318620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318620/ERR318620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318620/ERR318620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318620/ERR318620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSU_1_1_81519ABXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSU_1_2_81519ABXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSU_1_1_81519ABXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSU_1_2_81519ABXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318620	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318620		
PRJEB1787	SAMEA2591122	ERS478040	ERX291767	ERR318621	408172	marine metagenome		PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318621/ERR318621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318621/ERR318621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318621/ERR318621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318621/ERR318621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSW_6_1_62FL1AAXX.M1A_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSW_6_2_62FL1AAXX.M1A_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSW_6_1_62FL1AAXX.M1A_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242244/fastq/APY_DOSW_6_2_62FL1AAXX.M1A_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318621	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318621		
PRJEB1787	SAMEA2623135	ERS493431	ERX555907	ERR598942	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598942/ERR598942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598942/ERR598942_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598942/ERR598942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598942/ERR598942_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AFNIOSF_8_1_C11W9ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AFNIOSF_8_2_C11W9ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AFNIOSF_8_1_C11W9ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AFNIOSF_8_2_C11W9ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598942	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598942		
PRJEB1787	SAMEA2622173	ERS491938	ERX556029	ERR598943	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598943/ERR598943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598943/ERR598943_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598943/ERR598943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598943/ERR598943_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ADCIOSF_8_1_D072HACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ADCIOSF_8_2_D072HACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ADCIOSF_8_1_D072HACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ADCIOSF_8_2_D072HACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598943	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598943		
PRJEB1787	SAMEA2623907	ERS494616	ERX556000	ERR598944	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598944/ERR598944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598944/ERR598944_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598944/ERR598944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598944/ERR598944_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AGTIOSF_3_1_D1NKNACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AGTIOSF_3_2_D1NKNACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AGTIOSF_3_1_D1NKNACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AGTIOSF_3_2_D1NKNACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598944	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598944		
PRJEB1787	SAMEA2621487	ERS491001	ERX555982	ERR598945	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598945/ERR598945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598945/ERR598945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598945/ERR598945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598945/ERR598945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ACNIOSF_7_1_D074HACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ACNIOSF_7_2_D074HACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ACNIOSF_7_1_D074HACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ACNIOSF_7_2_D074HACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598945	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598945		
PRJEB1787	SAMEA2622149	ERS491913	ERX555949	ERR598946	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598946/ERR598946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598946/ERR598946_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598946/ERR598946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598946/ERR598946_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ADBIOSF_4_1_D172HACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ADBIOSF_4_2_D172HACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ADBIOSF_4_1_D172HACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ADBIOSF_4_2_D172HACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598946	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598946		
PRJEB1787	SAMEA2620995	ERS490230	ERX555969	ERR598947	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598947/ERR598947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598947/ERR598947_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598947/ERR598947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598947/ERR598947_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AAMIOSF_1_1_C120RACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AAMIOSF_1_2_C120RACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AAMIOSF_1_1_C120RACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AAMIOSF_1_2_C120RACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598947	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598947		
PRJEB1787	SAMEA2622690	ERS492699	ERX555932	ERR598948	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598948/ERR598948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598948/ERR598948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598948/ERR598948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598948/ERR598948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AEDIOSF_5_1_D179JACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AEDIOSF_5_2_D179JACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AEDIOSF_5_1_D179JACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_AEDIOSF_5_2_D179JACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598948	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598948		
PRJEB1787	SAMEA2620021	ERS488830	ERX556061	ERR598949	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598949/ERR598949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598949/ERR598949_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598949/ERR598949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598949/ERR598949_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ABTIOSF_1_1_D074HACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ABTIOSF_1_2_D074HACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ABTIOSF_1_1_D074HACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ABTIOSF_1_2_D074HACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598949	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598949		
PRJEB1787	SAMEA2619399	ERS487936	ERX556067	ERR598950	408172	marine metagenome	AB SOLiD 4 System	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598950/ERR598950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598950/ERR598950_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598950/ERR598950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598950/ERR598950_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ABCIOSF_8_1_D0745ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ABCIOSF_8_2_D0745ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ABCIOSF_8_1_D0745ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA357/ERA357871/fastq/APY_ABCIOSF_8_2_D0745ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598950	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598950		
